"cluster_size" "start" "end" "number" "p_value"
"X282" 225 282 506 293 2.96449898180695e-214
"X326" 159 326 484 265 4.80082562815731e-214
"X323" 155 323 477 263 6.25229981765845e-214
"X321" 151 321 471 261 7.28733892824889e-214
"X282" 196 282 477 281 1.933126512597e-213
"X313" 160 313 472 265 2.40061673810105e-213
"X313" 194 313 506 280 3.40491436884112e-213
"X323" 150 323 472 260 4.06798899474249e-213
"X308" 218 308 525 289 2.56983948347019e-212
"X282" 191 282 472 278 4.08119803744618e-212
"X323" 184 323 506 275 4.28523746135118e-212
"X313" 164 313 476 266 4.69674605973968e-212
"X310" 216 310 525 288 5.49525924774048e-212
"X323" 154 323 476 261 1.05580115817973e-211
"X282" 195 282 476 279 3.84256808534231e-211
"X313" 159 313 471 263 4.12076587802168e-211
"X323" 149 323 471 258 6.65655251961847e-211
"X324" 158 324 481 262 2.39764793902359e-210
"X282" 190 282 471 276 7.83089021329675e-210
"X325" 157 325 481 260 3.9537059716234e-208
"X306" 164 306 469 263 1.0870655456577e-207
"X327" 158 327 484 260 1.95209627978409e-207
"X326" 156 326 481 259 2.25427878666793e-207
"X320" 206 320 525 280 3.77195254414235e-206
"X324" 154 324 477 257 7.15559781837233e-206
"X282" 244 282 525 294 1.00376578688594e-205
"X306" 163 306 468 261 1.78673287557197e-205
"X321" 205 321 525 279 2.69637313698405e-205
"X324" 149 324 472 254 4.55941725406902e-205
"X324" 183 324 506 269 4.41146456007398e-204
"X324" 153 324 476 255 1.10803792943168e-203
"X325" 153 325 477 255 1.10803792943168e-203
"X332" 153 332 484 255 1.10803792943168e-203
"X313" 213 313 525 281 1.19807061692796e-203
"X308" 162 308 469 259 2.85679307419543e-203
"X310" 160 310 469 258 3.49766758992093e-203
"X326" 152 326 477 254 6.09716742488408e-203
"X324" 148 324 471 252 6.8575337712919e-203
"X325" 148 325 472 252 6.8575337712919e-203
"X323" 203 323 525 276 3.49092691637682e-202
"X326" 147 326 472 251 3.65424957771273e-202
"X325" 182 325 506 267 7.47114083953538e-202
"X306" 162 306 467 258 7.72128882125616e-202
"X325" 152 325 476 253 1.67134031306959e-201
"X337" 148 337 484 251 1.89307735367686e-201
"X308" 161 308 468 257 4.44512226436072e-201
"X326" 181 326 506 266 4.7419467661682e-201
"X310" 159 310 468 256 5.39595206576455e-201
"X327" 155 327 481 254 7.3768391966953e-201
"X326" 151 326 476 252 9.09170779339157e-201
"X325" 147 325 471 250 1.00532122541923e-200
"X326" 146 326 471 249 5.29711442395452e-200
"X320" 150 320 469 250 1.32131236000588e-198
"X321" 149 321 469 249 7.05273305921876e-198
"X308" 160 308 467 254 1.76601865088772e-197
"X310" 158 310 467 253 2.13179848597645e-197
"X332" 150 332 481 249 3.51978911651569e-197
"X327" 151 327 477 249 1.73705343213019e-196
"X320" 149 320 468 248 1.87223124417744e-196
"X321" 148 321 468 247 9.88370361754736e-196
"X327" 146 327 472 246 1.02457955752508e-195
"X306" 161 306 466 253 2.09267181167954e-195
"X313" 157 313 469 251 3.07425940425278e-195
"X323" 147 323 469 246 5.17847271051825e-195
"X338" 147 338 484 246 5.17847271051825e-195
"X337" 145 337 481 245 5.30475440596205e-195
"X306" 160 306 465 252 1.17622670871306e-194
"X327" 180 327 506 261 1.2342372139182e-194
"X324" 202 324 525 270 2.31869691923479e-194
"X327" 150 327 476 247 2.4194259414633e-194
"X282" 188 282 469 264 4.81037754382377e-194
"X327" 145 327 471 244 1.38977823198696e-193
"X313" 156 313 468 249 4.32083910972846e-193
"X320" 148 320 467 245 6.7021001814088e-193
"X323" 146 323 468 244 7.00333888875127e-193
"X332" 146 332 477 244 7.00333888875127e-193
"X321" 147 321 467 244 3.48845965597207e-192
"X332" 141 332 472 241 3.53313673560987e-192
"X325" 201 325 525 268 3.70544648518925e-192
"X282" 187 282 468 262 7.35774398399167e-192
"X326" 200 326 525 267 2.443619212523e-191
"X308" 159 308 466 249 4.15532684092776e-191
"X310" 157 310 466 248 5.01999057518909e-191
"X337" 141 337 477 240 9.14580075840297e-191
"X332" 145 332 476 242 9.24368397394548e-191
"X332" 175 332 506 256 9.94362167415876e-191
"X308" 158 308 465 248 2.28424017303877e-190
"X310" 156 310 465 247 2.73099162069076e-190
"X337" 136 337 472 237 3.90500722115317e-190
"X332" 140 332 471 239 4.54599696590372e-190
"X339" 146 339 484 242 4.59024816877206e-190
"X313" 155 313 467 246 1.47520714197943e-189
"X344" 141 344 484 239 2.34296273609534e-189
"X323" 145 323 467 241 2.34684678567336e-189
"X347" 138 347 484 237 1.0981182296567e-188
"X337" 140 337 476 238 1.16133067769174e-188
"X338" 144 338 481 240 1.19112472848767e-188
"X282" 186 282 467 259 2.57500983329319e-188
"X337" 170 337 506 252 2.82969063946164e-188
"X337" 135 337 471 235 4.83600187680744e-188
"X324" 146 324 469 240 2.8854922634869e-187
"X204" 281 204 484 293 4.40670915520757e-187
"X320" 147 320 466 240 1.3960267580634e-186
"X320" 146 320 465 239 7.12247109645647e-186
"X321" 146 321 466 239 7.12247109645647e-186
"X348" 137 348 484 234 3.39244193413083e-185
"X321" 145 321 465 238 3.60810327056404e-185
"X324" 145 324 468 238 3.60810327056404e-185
"X325" 145 325 469 238 3.60810327056404e-185
"X327" 199 327 525 262 4.47132021236308e-185
"X326" 144 326 469 237 1.8148520009136e-184
"X338" 140 338 477 235 1.81958752277433e-184
"X338" 135 338 472 232 7.75590950658551e-184
"X339" 143 339 481 236 9.063993840008e-184
"X313" 154 313 466 241 2.70623786626111e-183
"X344" 138 344 481 233 4.30262217683295e-183
"X323" 144 323 466 236 4.40699423823424e-183
"X325" 144 325 468 236 4.40699423823424e-183
"X313" 153 313 465 240 1.42132392735916e-182
"X347" 135 347 481 231 1.91617332590149e-182
"X338" 139 338 476 233 2.1709534540723e-182
"X323" 143 323 465 235 2.19464645481993e-182
"X326" 143 326 468 235 2.19464645481993e-182
"X282" 185 282 466 254 4.26863766315851e-182
"X189" 296 189 484 294 4.30311237909394e-182
"X338" 169 338 506 247 4.80321761021762e-182
"X338" 134 338 471 230 9.03988399143604e-182
"X324" 144 324 467 235 1.0591591701848e-181
"X282" 184 282 465 253 2.55157986004823e-181
"X332" 194 332 525 257 4.34438442418056e-181
"X204" 278 204 481 287 2.19311095077798e-180
"X325" 143 325 467 233 1.24749577657972e-179
"X339" 139 339 477 231 1.25815384685526e-179
"X204" 303 204 506 294 2.9904382338936e-179
"X339" 134 339 472 228 5.32638659809741e-179
"X344" 134 344 477 228 5.32638659809741e-179
"X348" 134 348 481 228 5.32638659809741e-179
"X326" 142 326 467 232 6.13448625290121e-179
"X306" 159 306 464 240 9.95877469383349e-179
"X337" 189 337 525 253 1.67031625713429e-178
"X344" 129 344 472 225 1.89191737070336e-178
"X347" 131 347 477 226 2.20153667778109e-178
"X350" 135 350 484 228 2.71769139700335e-178
"X327" 143 327 469 232 2.9287620144474e-178
"X176" 309 176 484 295 3.55152955527587e-178
"X306" 158 306 463 239 5.29366552100001e-178
"X306" 156 306 461 238 6.51255930008736e-178
"X347" 126 347 472 223 7.01410263735705e-178
"X339" 138 339 476 229 1.4304329956569e-177
"X339" 168 339 506 243 3.01817574134181e-177
"X339" 133 339 471 226 5.92325055673952e-177
"X344" 133 344 476 226 5.92325055673952e-177
"X344" 128 344 471 223 2.05775056640768e-176
"X347" 130 347 476 224 2.41003218790544e-176
"X344" 163 344 506 240 3.00425156469473e-176
"X351" 134 351 484 226 3.01302494387897e-176
"X327" 142 327 468 230 3.32824765687687e-176
"X347" 125 347 471 221 7.50946031127516e-176
"X306" 151 306 456 234 1.06840273964051e-175
"X352" 133 352 484 225 1.39855062035542e-175
"X204" 274 204 477 282 1.50195690248728e-175
"X324" 143 324 466 230 1.56540343142817e-175
"X189" 293 189 481 288 1.87962581198158e-175
"X347" 160 347 506 238 2.08665037448528e-175
"X348" 130 348 477 223 5.71279166729343e-175
"X324" 142 324 465 229 7.6343904235074e-175
"X332" 138 332 469 227 7.75747486801513e-175
"X189" 318 189 506 295 1.11085297828211e-174
"X308" 157 308 464 236 1.38466916913018e-174
"X306" 155 306 460 235 1.69892357462369e-174
"X310" 155 310 464 235 1.69892357462369e-174
"X348" 125 348 472 220 1.80016434971403e-174
"X162" 323 162 484 296 4.49071266837061e-174
"X308" 156 308 463 235 7.21493579161119e-174
"X204" 269 204 472 279 8.52492344115446e-174
"X308" 154 308 461 234 8.77036405561649e-174
"X310" 154 310 463 234 8.77036405561649e-174
"X310" 152 310 461 233 1.04247701913068e-173
"X325" 142 325 466 228 1.73341273383215e-173
"X204" 273 204 476 280 2.1914708124156e-173
"X204" 322 204 525 295 3.67679581162541e-173
"X348" 129 348 476 221 6.04851965466196e-173
"X337" 133 337 469 223 7.56306538006241e-173
"X325" 141 325 465 227 8.37504584033956e-173
"X326" 141 326 466 227 8.37504584033956e-173
"X327" 141 327 467 227 8.37504584033956e-173
"X332" 137 332 468 225 8.4115776376653e-173
"X348" 124 348 471 218 1.8656155571119e-172
"X338" 188 338 525 248 1.94582130852138e-172
"X306" 324 306 629 295 2.07900506506232e-172
"X350" 132 350 481 222 3.47110015683447e-172
"X326" 140 326 465 226 4.0197030261196e-172
"X348" 159 348 506 235 5.21398208251328e-172
"X153" 332 153 484 297 5.25472839179781e-172
"X306" 322 306 627 294 7.10218845260956e-172
"X204" 268 204 471 277 1.19929397121952e-171
"X308" 149 308 456 230 1.34154324028768e-171
"X176" 306 176 481 289 1.39901830281572e-171
"X310" 147 310 456 229 1.51367611985534e-171
"X306" 330 306 635 296 1.84667438402411e-171
"X176" 331 176 506 296 4.3151963115831e-171
"X337" 132 337 468 221 7.93355055874525e-171
"X353" 132 353 484 221 7.93355055874525e-171
"X189" 289 189 477 283 1.23872921189742e-170
"X308" 153 308 460 231 2.12445416845102e-170
"X310" 151 310 460 230 2.52054928818885e-170
"X351" 131 351 481 220 3.6086338931019e-170
"X320" 145 320 464 227 3.6646710311195e-170
"X144" 341 144 484 298 5.18136544033611e-170
"X306" 150 306 455 229 1.26461621085046e-169
"X352" 130 352 481 219 1.6301613420275e-169
"X320" 144 320 463 226 1.78595595968695e-169
"X321" 144 321 464 226 1.78595595968695e-169
"X320" 142 320 461 225 1.90880010888648e-169
"X332" 136 332 467 222 1.99635250466884e-169
"X138" 347 138 484 299 3.80261980264726e-169
"X189" 337 189 525 296 6.63761905786992e-169
"X189" 284 189 472 280 7.83031888931545e-169
"X321" 143 321 463 225 8.6483502098398e-169
"X321" 141 321 461 224 9.14987139549845e-169
"X189" 288 189 476 281 1.72558591299421e-168
"X350" 128 350 477 217 3.25851830527725e-168
"X308" 322 308 629 291 4.74197261927205e-168
"X339" 187 339 525 244 9.27561009330256e-168
"X350" 123 350 472 214 1.00820230113584e-167
"X162" 320 162 481 290 1.57753608573332e-167
"X308" 320 308 627 290 1.57753608573332e-167
"X310" 320 310 629 290 1.57753608573332e-167
"X337" 131 337 467 218 1.82152959584044e-167
"X320" 137 320 456 221 2.08269682851373e-167
"X162" 345 162 506 297 2.57984360344386e-167
"X129" 356 129 484 300 2.89225369584027e-167
"X308" 328 308 635 292 4.1823074288144e-167
"X313" 152 313 464 228 4.84572141232042e-167
"X310" 318 310 627 289 5.19778082030543e-167
"X338" 132 338 469 218 8.91586722531667e-167
"X176" 302 176 477 284 8.92822563236237e-167
"X323" 142 323 464 223 8.98022478801446e-167
"X327" 140 327 466 222 9.45149794493418e-167
"X321" 136 321 456 220 9.68958264542252e-167
"X189" 283 189 471 278 1.05072750579148e-166
"X344" 182 344 525 241 1.39114172316931e-166
"X310" 326 310 635 291 1.41641759462237e-166
"X313" 151 313 463 227 2.42350933958456e-166
"X313" 149 313 461 226 2.84516865759137e-166
"X350" 127 350 476 215 3.23173017117245e-166
"X351" 127 351 477 215 3.23173017117245e-166
"X320" 141 320 460 222 4.28234756861117e-166
"X323" 141 323 463 222 4.28234756861117e-166
"X323" 139 323 461 221 4.46156376761767e-166
"X327" 139 327 465 221 4.46156376761767e-166
"X282" 183 282 464 241 4.88303651556301e-166
"X350" 122 350 471 212 9.80383864611036e-166
"X351" 122 351 472 212 9.80383864611036e-166
"X98" 387 98 484 307 1.01233212311321e-165
"X94" 391 94 484 308 1.09075700939297e-165
"X347" 179 347 525 239 1.22311607292945e-165
"X308" 148 308 455 225 1.40138800755743e-165
"X352" 126 352 477 214 1.41769444974373e-165
"X176" 350 176 525 297 1.46475211172038e-165
"X310" 146 310 455 224 1.59329386764386e-165
"X153" 329 153 481 291 1.75780273364141e-165
"X153" 354 153 506 298 1.97063874765111e-165
"X321" 140 321 460 221 2.02924939711396e-165
"X350" 157 350 506 229 2.70752571076856e-165
"X282" 182 282 463 240 2.73845561278364e-165
"X352" 121 352 472 211 4.1651288893435e-165
"X282" 180 282 461 239 4.33756231923371e-165
"X282" 348 282 629 296 5.31604097956923e-165
"X111" 374 111 484 303 5.98775473688685e-165
"X176" 297 176 472 281 6.12441932965763e-165
"X353" 129 353 481 215 8.0766112418961e-165
"X99" 386 99 484 306 8.77145368832734e-165
"X338" 131 338 468 216 8.83143884722035e-165
"X87" 398 87 484 309 1.04792594121082e-164
"X176" 301 176 476 282 1.19851008567715e-164
"X106" 379 106 484 304 1.48624007283295e-164
"X282" 346 282 627 295 1.91110681802196e-164
"X351" 126 351 476 213 3.14066756849323e-164
"X282" 354 282 635 297 3.54732912342652e-164
"X101" 384 101 484 305 3.55807109331626e-164
"X313" 144 313 456 222 3.72426518068863e-164
"X323" 134 323 456 217 4.44353277701643e-164
"X112" 373 112 484 302 5.0352542553704e-164
"X351" 121 351 471 210 9.34574324476247e-164
"X144" 363 144 506 299 1.29718222714615e-163
"X352" 125 352 476 212 1.36610685217552e-163
"X144" 338 144 481 292 1.65274230747115e-163
"X114" 371 114 484 301 1.95278404208103e-163
"X332" 135 332 466 217 2.07853168554875e-163
"X351" 156 351 506 227 2.80019807090036e-163
"X352" 120 352 471 209 3.93728903771814e-163
"X313" 148 313 460 223 6.03597186434671e-163
"X138" 369 138 506 300 7.50105876049484e-163
"X176" 296 176 471 279 7.91236386535793e-163
"X323" 138 323 460 218 9.45711573808124e-163
"X332" 134 332 465 216 9.50386064994153e-163
"X162" 316 162 477 285 9.65298732247345e-163
"X282" 175 282 456 235 1.102309576477e-162
"X138" 344 138 481 293 1.20278321222607e-162
"X352" 155 352 506 226 1.41159918896751e-162
"X306" 359 306 664 297 1.80591656400679e-162
"X348" 178 348 525 236 2.55590985078791e-162
"X339" 131 339 469 214 4.11299158158883e-162
"X162" 364 162 525 298 4.97724623363886e-162
"X282" 179 282 460 236 8.96839126239047e-162
"X344" 126 344 469 211 1.4956480950701e-161
"X337" 130 337 466 213 1.83660473836638e-161
"X338" 130 338 467 213 1.83660473836638e-161
"X320" 136 320 455 216 2.0224669062821e-161
"X320" 310 320 629 282 3.03272740057831e-161
"X129" 378 129 506 301 3.9368324899872e-161
"X347" 123 347 469 209 5.52831469305745e-161
"X353" 125 353 477 210 6.48506423807996e-161
"X162" 311 162 472 282 7.13529962742287e-161
"X337" 129 337 465 212 8.14811153937003e-161
"X129" 353 129 481 294 8.74582075610005e-161
"X321" 135 321 455 215 9.26555493899252e-161
"X320" 308 320 627 281 9.39587828810699e-161
"X153" 325 153 477 286 1.06316425817212e-160
"X162" 315 162 476 283 1.24395955893295e-160
"X353" 120 353 472 207 1.9188610362997e-160
"X321" 309 321 629 281 2.21562656235589e-160
"X153" 373 153 525 299 2.75421061478988e-160
"X320" 316 320 635 283 2.89493934767517e-160
"X339" 130 339 468 212 3.89680988097295e-160
"X68" 417 68 484 310 4.82074999136836e-160
"X94" 413 94 506 309 5.08924852389046e-160
"X98" 409 98 506 308 5.26430686642955e-160
"X313" 317 313 629 283 6.71782018747664e-160
"X321" 307 321 627 280 6.81775137348746e-160
"X344" 125 344 468 209 1.3918805785421e-159
"X324" 141 324 464 217 1.70048413711565e-159
"X313" 315 313 627 282 2.1232886266563e-159
"X321" 315 321 635 282 2.1232886266563e-159
"X98" 384 98 481 301 3.42181820936269e-159
"X94" 388 94 481 302 3.77874642649484e-159
"X87" 420 87 506 310 3.91538180579074e-159
"X111" 396 111 506 304 4.32000819099033e-159
"X99" 408 99 506 307 4.50970421937412e-159
"X347" 122 347 468 207 5.077806354415e-159
"X313" 323 313 635 284 5.8897700961834e-159
"X353" 124 353 476 208 5.98579866745415e-159
"X324" 140 324 463 216 7.95774044792723e-159
"X153" 320 153 472 283 8.25290456712838e-159
"X324" 138 324 461 215 8.42438678098563e-159
"X162" 310 162 471 280 8.84125809979926e-159
"X106" 401 106 506 305 9.16559675837771e-159
"X144" 334 144 477 287 9.87425314292088e-159
"X144" 382 144 525 300 1.33456303363945e-158
"X153" 324 153 476 284 1.34502745319624e-158
"X353" 119 353 471 205 1.73951708648411e-158
"X111" 371 111 481 297 1.78259942832432e-158
"X101" 406 101 506 306 1.88311526903737e-158
"X99" 383 99 481 300 2.79137732911175e-158
"X313" 143 313 455 217 3.13105635927163e-158
"X308" 357 308 664 293 3.34921286658154e-158
"X87" 395 87 481 303 3.591962197327e-158
"X112" 395 112 506 303 3.591962197327e-158
"X354" 131 354 484 211 3.83396771243964e-158
"X323" 133 323 455 212 3.95256258917758e-158
"X106" 376 106 481 298 4.46524002495286e-158
"X353" 154 353 506 222 5.48315567001275e-158
"X138" 388 138 525 301 6.44153152730719e-158
"X138" 340 138 477 288 7.24305127714601e-158
"X101" 381 101 481 299 1.07979276131935e-157
"X348" 122 348 469 206 1.08514814600918e-157
"X310" 355 310 664 292 1.19807978438525e-157
"X112" 370 112 481 296 1.41503212610554e-157
"X114" 393 114 506 302 1.43744133838936e-157
"X325" 140 325 464 215 1.60829146755125e-157
"X355" 130 355 484 210 1.70228792141085e-157
"X323" 307 323 629 278 1.93787418256745e-157
"X204" 266 204 469 265 2.02722685517623e-157
"X114" 368 114 481 295 5.24779845096155e-157
"X323" 305 323 627 277 5.85822209338138e-157
"X325" 139 325 463 214 7.46317116480487e-157
"X326" 139 326 464 214 7.46317116480487e-157
"X339" 129 339 467 209 7.51080079282466e-157
"X356" 129 356 484 209 7.51080079282466e-157
"X282" 174 282 455 230 7.64101984213873e-157
"X325" 137 325 461 213 7.86671572983818e-157
"X144" 329 144 472 284 8.020809982531e-157
"X324" 133 324 456 211 8.10402966133328e-157
"X153" 319 153 471 281 1.00315503779387e-156
"X144" 333 144 476 285 1.22692299540151e-156
"X323" 313 323 635 279 1.85223181487331e-156
"X129" 397 129 525 302 2.54848565415691e-156
"X344" 124 344 467 206 2.66776460304846e-156
"X326" 138 326 463 213 3.4427083063349e-156
"X326" 136 326 461 212 3.59401695025348e-156
"X129" 349 129 477 289 5.19991211577696e-156
"X138" 335 138 472 285 6.09307966829107e-156
"X282" 383 282 664 298 7.82532741150934e-156
"X306" 149 306 454 218 7.8637556135792e-156
"X138" 339 138 476 286 8.95774606792827e-156
"X350" 176 350 525 230 9.21714309805089e-156
"X306" 147 306 452 217 9.34215686383176e-156
"X347" 121 347 467 204 9.66546204103639e-156
"X348" 121 348 468 204 9.66546204103639e-156
"X94" 432 94 525 310 1.45483608512535e-155
"X338" 129 338 466 208 1.54358094233493e-155
"X324" 137 324 460 212 1.5786860246604e-155
"X98" 428 98 525 309 1.63544366297675e-155
"X204" 265 204 468 263 2.2267086490312e-155
"X338" 128 338 465 207 6.75589644479571e-155
"X357" 128 357 484 207 6.75589644479571e-155
"X325" 132 325 456 209 7.35169334327069e-155
"X68" 439 68 506 311 9.43146670903716e-155
"X87" 439 87 525 311 9.43146670903716e-155
"X144" 328 144 471 282 9.5682690518774e-155
"X99" 427 99 525 308 1.3880791105862e-154
"X111" 415 111 525 305 1.72278813206703e-154
"X98" 380 98 477 296 2.34603303642081e-154
"X94" 384 94 477 297 2.65682522393024e-154
"X106" 420 106 525 306 3.24172569816673e-154
"X326" 131 326 456 208 3.26559892110576e-154
"X129" 344 129 472 286 4.55468062058576e-154
"X101" 425 101 525 307 5.92390378435444e-154
"X129" 348 129 476 287 6.3215642435761e-154
"X138" 334 138 471 283 7.22995402837258e-154
"X351" 175 351 525 228 8.86544054088164e-154
"X111" 367 111 477 292 1.08691683197684e-153
"X68" 414 68 481 304 1.41901007795536e-153
"X112" 414 112 525 304 1.41901007795536e-153
"X325" 136 325 460 210 1.42655137762872e-153
"X99" 379 99 477 295 1.82759287134241e-153
"X87" 391 87 477 298 2.53613464535029e-153
"X106" 372 106 477 293 2.76695530874976e-153
"X352" 174 352 525 227 4.65403556115531e-153
"X114" 412 114 525 303 5.81270381876821e-153
"X326" 135 326 460 209 6.45024534756092e-153
"X101" 377 101 477 294 6.80287423273141e-153
"X112" 366 112 477 291 8.25535207015085e-153
"X189" 281 189 469 266 1.07915223798291e-152
"X306" 413 306 718 303 1.15754073460882e-152
"X348" 120 348 467 201 1.74713323472438e-152
"X363" 122 363 484 202 2.04790622904907e-152
"X98" 375 98 472 293 2.51029316997898e-152
"X359" 126 359 484 204 2.57122670129602e-152
"X354" 128 354 481 205 2.75935523397174e-152
"X94" 379 94 472 294 2.92184974362188e-152
"X98" 379 98 476 294 2.92184974362188e-152
"X114" 364 114 477 290 2.95158689448661e-152
"X94" 383 94 476 295 3.32974261460861e-152
"X204" 264 204 467 260 3.83962041275668e-152
"X129" 343 129 471 284 5.30856392636856e-152
"X308" 147 308 454 214 6.5981025830805e-152
"X306" 145 306 450 213 7.77625525402616e-152
"X308" 145 308 452 213 7.77625525402616e-152
"X310" 145 310 454 213 7.77625525402616e-152
"X364" 121 364 484 201 8.588000237791e-152
"X310" 143 310 452 212 8.96860059609063e-152
"X111" 362 111 472 289 1.04633716595479e-151
"X360" 125 360 484 203 1.10270772313681e-151
"X355" 127 355 481 204 1.19613861217906e-151
"X111" 366 111 476 290 1.30694626364395e-151
"X99" 374 99 472 292 1.90933136615076e-151
"X99" 378 99 476 293 2.23460064004785e-151
"X320" 345 320 664 284 2.4904386545033e-151
"X106" 367 106 472 290 2.74112150167982e-151
"X87" 386 87 472 295 2.87411981289859e-151
"X87" 390 87 476 296 3.16034380199311e-151
"X106" 371 106 476 291 3.3309345371749e-151
"X350" 120 350 469 200 3.57831028625755e-151
"X365" 120 365 484 200 3.57831028625755e-151
"X327" 138 327 464 209 5.09742780945832e-151
"X356" 126 356 481 203 5.15339296232679e-151
"X339" 128 339 466 204 5.49357600870546e-151
"X324" 132 324 455 206 5.75572362874885e-151
"X101" 372 101 472 291 6.93302475302715e-151
"X112" 361 112 472 288 7.76715432987353e-151
"X101" 376 101 476 292 8.20130156718381e-151
"X112" 365 112 476 289 9.75255090891664e-151
"X189" 280 189 468 264 1.12599752628059e-150
"X68" 458 68 525 312 1.37697927164026e-150
"X324" 306 324 629 272 1.46509140640095e-150
"X321" 344 321 664 283 1.7972269581081e-150
"X344" 123 344 466 201 1.99060069849723e-150
"X327" 137 327 463 208 2.31620710558295e-150
"X339" 127 339 465 203 2.37737185350848e-150
"X327" 135 327 461 207 2.44905913003997e-150
"X114" 359 114 472 287 2.71079995035492e-150
"X98" 374 98 471 291 2.98446442395082e-150
"X313" 352 313 664 285 3.35711102509752e-150
"X114" 363 114 476 288 3.44076613541095e-150
"X94" 378 94 471 292 3.49341628263125e-150
"X324" 304 324 627 271 4.31097484960598e-150
"X347" 120 347 466 199 7.25586722607364e-150
"X344" 122 344 465 200 8.37862251023591e-150
"X111" 361 111 471 287 1.20383016374739e-149
"X324" 312 324 635 273 1.33330981770681e-149
"X99" 373 99 471 290 2.22969256127029e-149
"X347" 119 347 465 198 3.00032975360334e-149
"X350" 119 350 468 198 3.00032975360334e-149
"X351" 119 351 469 198 3.00032975360334e-149
"X106" 366 106 471 288 3.15536234384844e-149
"X87" 385 87 471 293 3.41421818558783e-149
"X357" 125 357 481 201 4.37192610329988e-149
"X325" 131 325 455 204 4.93778126772186e-149
"X176" 294 176 469 267 5.47507424649623e-149
"X101" 371 101 471 289 7.98715709339045e-149
"X112" 360 112 471 286 8.78388685835274e-149
"X68" 410 68 477 299 9.22715611919045e-149
"X352" 118 352 469 197 1.23271159036015e-148
"X353" 173 353 525 223 1.3348077019083e-148
"X325" 305 325 629 270 1.52554914311839e-148
"X308" 411 308 718 299 1.82286171190655e-148
"X354" 124 354 477 200 1.85778182628037e-148
"X326" 130 326 455 203 2.16377445706881e-148
"X327" 130 327 456 203 2.16377445706881e-148
"X114" 358 114 471 285 3.02664324960614e-148
"X325" 303 325 627 269 4.44419541092559e-148
"X308" 143 308 450 209 5.95197283754357e-148
"X354" 119 354 472 197 6.01643682090805e-148
"X310" 141 310 450 208 6.81505609472385e-148
"X310" 409 310 718 298 7.17434726206203e-148
"X355" 123 355 477 199 7.84627945208995e-148
"X320" 135 320 454 205 8.93390934024383e-148
"X320" 133 320 452 204 9.3258674152654e-148
"X332" 133 332 464 204 9.3258674152654e-148
"X326" 304 326 629 269 1.01721583097907e-147
"X325" 311 325 635 271 1.37749684137033e-147
"X323" 342 323 664 280 1.38666826178738e-147
"X189" 279 189 467 261 1.75171663084105e-147
"X351" 118 351 468 196 2.46923358648528e-147
"X355" 118 355 472 196 2.46923358648528e-147
"X367" 118 367 484 196 2.46923358648528e-147
"X326" 302 326 627 268 2.94562892660336e-147
"X356" 122 356 477 198 3.29361309486408e-147
"X321" 134 321 454 204 3.98215236381176e-147
"X327" 134 327 460 204 3.98215236381176e-147
"X321" 132 321 452 203 4.11828549420029e-147
"X332" 132 332 463 203 4.11828549420029e-147
"X332" 130 332 461 202 4.15371383224695e-147
"X374" 111 374 484 192 4.96521962690817e-147
"X176" 293 176 468 265 5.48056219532901e-147
