"cluster_size" "start" "end" "number" "p_value"
"X2138" 363 2138 2500 23 7.78768101971172e-07
"X1450" 1051 1450 2500 40 7.79996023486874e-07
"X1776" 732 1776 2507 33 8.40249950799515e-07
"X2327" 104 2327 2430 13 8.61265542434718e-07
"X2081" 339 2081 2419 22 1.1082577009197e-06
"X1331" 1170 1331 2500 42 1.18636432669796e-06
"X1332" 1170 1332 2501 42 1.18636432669796e-06
"X2202" 226 2202 2427 18 1.27149761421259e-06
"X1483" 1019 1483 2501 39 1.30404014003961e-06
"X2108" 312 2108 2419 21 1.32125766907324e-06
"X1460" 971 1460 2430 38 1.32855747580869e-06
"X2012" 408 2012 2419 24 1.38510079628485e-06
"X2114" 314 2114 2427 21 1.46237224658539e-06
"X1799" 709 1799 2507 32 1.55612558932064e-06
"X1713" 795 1713 2507 34 1.62149026631693e-06
"X2041" 379 2041 2419 23 1.64028675790617e-06
"X2215" 287 2215 2501 20 1.6849815718286e-06
"X2153" 348 2153 2500 22 1.70965944796556e-06
"X2212" 289 2212 2500 20 1.87192128058914e-06
"X2202" 19 2202 2220 7 1.91085568515862e-06
"X2412" 19 2412 2430 7 1.91085568515862e-06
"X1905" 596 1905 2500 29 1.94980652920851e-06
"X2327" 181 2327 2507 16 1.95223065672838e-06
"X2138" 290 2138 2427 20 1.97233686798451e-06
"X1080" 1422 1080 2501 46 2.07455646393014e-06
"X1514" 988 1514 2501 38 2.16653769151862e-06
"X1014" 1488 1014 2501 47 2.20118162266216e-06
"X725" 1783 725 2507 51 2.21704305582389e-06
"X1519" 989 1519 2507 38 2.22889107670294e-06
"X1460" 1041 1460 2500 39 2.42543429613543e-06
"X1654" 854 1654 2507 35 2.55193497357211e-06
"X1776" 726 1776 2501 32 2.70099547521942e-06
"X1483" 948 1483 2430 37 2.70143284747389e-06
"X1332" 1099 1332 2430 40 2.98626450236022e-06
"X2333" 98 2333 2430 12 3.4413259242008e-06
"X2212" 216 2212 2427 17 3.5253554258498e-06
"X2215" 6 2215 2220 5 3.71741784294087e-06
"X1776" 655 1776 2430 30 3.8264411874729e-06
"X2202" 218 2202 2419 17 3.97341570398212e-06
"X2153" 275 2153 2427 19 4.15754821971227e-06
"X1514" 917 1514 2430 36 4.2319590395915e-06
"X2114" 306 2114 2419 20 4.41370336838867e-06
"X2406" 22 2406 2427 7 4.5999392158882e-06
"X1332" 1169 1332 2500 41 4.8140704129639e-06
"X1799" 703 1799 2501 31 4.85087849970224e-06
"X1483" 1018 1483 2500 38 4.98198330175197e-06
"X2406" 102 2406 2507 12 5.05272354927095e-06
"X1713" 789 1713 2501 33 5.08470633948495e-06
"X1252" 1176 1252 2427 41 5.77158715742361e-06
"X2138" 282 2138 2419 19 5.94026481049583e-06
"X1450" 978 1450 2427 37 6.23749214077711e-06
"X1799" 632 1799 2430 29 6.63292595709817e-06
"X2327" 175 2327 2501 15 7.02623188840324e-06
"X2333" 175 2333 2507 15 7.02623188840324e-06
"X1519" 983 1519 2501 37 7.14353094745088e-06
"X1080" 1351 1080 2430 44 7.2000055498734e-06
"X2215" 286 2215 2500 19 7.24635886947167e-06
"X2202" 14 2202 2215 6 7.34478054259226e-06
"X2406" 14 2406 2419 6 7.34478054259226e-06
"X1713" 718 1713 2430 31 7.72399991716569e-06
"X1654" 848 1654 2501 34 7.88652914949485e-06
"X1514" 987 1514 2500 37 7.95609242111654e-06
"X1905" 523 1905 2427 26 8.05209406654718e-06
"X1014" 1417 1014 2430 45 8.52038846364386e-06
"X749" 1759 749 2507 50 9.38854763205666e-06
"X1080" 1421 1080 2500 45 9.39283137298665e-06
"X1776" 725 1776 2500 31 9.54930197047814e-06
"X2416" 15 2416 2430 6 1.04770621490929e-05
"X1014" 1487 1014 2500 46 1.0496799385544e-05
"X2212" 208 2212 2419 16 1.07525861662516e-05
"X1331" 1097 1331 2427 39 1.07905628901263e-05
"X2153" 267 2153 2419 18 1.2292610523875e-05
"X1654" 777 1654 2430 32 1.2671288562868e-05
"X1519" 912 1519 2430 35 1.32241482174034e-05
"X2215" 213 2215 2427 16 1.4303988486427e-05
"X725" 1777 725 2501 50 1.45014854502725e-05
"X1799" 702 1799 2500 30 1.66223561223962e-05
"X1460" 968 1460 2427 36 1.69455612390497e-05
"X1713" 788 1713 2500 32 1.73339911959251e-05
"X2081" 336 2081 2416 20 1.73671777388514e-05
"X1252" 1168 1252 2419 40 1.7689552440701e-05
"X1450" 970 1450 2419 36 1.7850996980743e-05
"X2406" 96 2406 2501 11 1.94140969505983e-05
"X2012" 405 2012 2416 22 1.95171831451177e-05
"X2334" 97 2334 2430 11 2.12300737716933e-05
"X2108" 309 2108 2416 19 2.1239814548373e-05
"X1905" 515 1905 2419 25 2.19507391219769e-05
"X2041" 376 2041 2416 21 2.34806983513618e-05
"X1519" 982 1519 2500 36 2.43075369033919e-05
"X2333" 169 2333 2501 14 2.43811618525711e-05
"X1654" 847 1654 2500 33 2.62546714397742e-05
"X2327" 101 2327 2427 11 3.00371162670825e-05
"X1331" 1089 1331 2419 38 3.09242741005421e-05
"X1483" 945 1483 2427 35 3.14046460085393e-05
"X2327" 174 2327 2500 14 3.31331765206443e-05
"X2334" 174 2334 2507 14 3.31331765206443e-05
"X1332" 1096 1332 2427 38 3.6637569309687e-05
"X765" 1743 765 2507 49 3.79020446747888e-05
"X2215" 205 2215 2419 15 4.18875406907891e-05
"X1776" 652 1776 2427 28 4.21829320720058e-05
"X1460" 960 1460 2419 35 4.57912859113518e-05
"X1514" 914 1514 2427 34 4.6244600399061e-05
"X749" 1753 749 2501 49 4.7625749450351e-05
