"cluster_size" "start" "end" "number" "p_value"
"X302" 146 302 447 29 3.87695852375204e-11
"X388" 192 388 579 33 4.28141412428726e-11
"X268" 181 268 448 32 4.75317282578762e-11
"X399" 181 399 579 32 4.75317282578762e-11
"X335" 478 335 812 53 4.8752341054546e-11
"X399" 71 399 469 21 4.96676948411817e-11
"X329" 446 329 774 51 5.03845269215941e-11
"X347" 431 347 777 50 5.43560682912136e-11
"X355" 98 355 452 24 5.81359399438241e-11
"X415" 171 415 585 31 5.90641109788039e-11
"X400" 183 400 582 32 6.26107883634566e-11
"X329" 417 329 745 49 6.29430374277977e-11
"X400" 72 400 471 21 6.36392106791946e-11
"X417" 64 417 480 20 6.49538506357994e-11
"X335" 388 335 722 47 7.42420909323791e-11
"X340" 109 340 448 25 7.7417929034342e-11
"X276" 173 276 448 31 7.84158214497237e-11
"X410" 173 410 582 31 7.84158214497237e-11
"X329" 119 329 447 26 7.88724223736634e-11
"X415" 57 415 471 19 7.91334418217966e-11
"X335" 420 335 754 49 8.12935869673556e-11
"X340" 485 340 824 53 8.50511780096721e-11
"X388" 82 388 469 22 9.0221788098254e-11
"X322" 121 322 442 26 1.11983449749015e-10
"X400" 121 400 520 26 1.11983449749015e-10
"X355" 111 355 465 25 1.12115012374726e-10
"X410" 111 410 520 25 1.12115012374726e-10
"X370" 83 370 452 22 1.12651131548901e-10
"X335" 440 335 774 50 1.15042654178239e-10
"X370" 291 370 660 40 1.18785794105232e-10
"X356" 305 356 660 41 1.19191408859689e-10
"X340" 473 340 812 52 1.20905664538081e-10
"X353" 425 353 777 49 1.23810015651571e-10
"X347" 102 347 448 24 1.27900668902793e-10
"X417" 75 417 491 21 1.30767330888792e-10
"X302" 143 302 444 28 1.32065516986485e-10
"X322" 112 322 433 25 1.34513982778115e-10
"X377" 93 377 469 23 1.38375975977948e-10
"X335" 411 335 745 48 1.42904072046635e-10
"X400" 155 400 554 29 1.53873079578873e-10
"X335" 113 335 447 25 1.61072058978299e-10
"X347" 478 347 824 52 1.78916841411113e-10
"X400" 145 400 544 28 1.79834137590834e-10
"X410" 145 410 554 28 1.79834137590834e-10
"X417" 60 417 476 19 1.8160054602535e-10
"X340" 383 340 722 46 1.83121021911214e-10
"X415" 168 415 582 30 1.95393518869247e-10
"X340" 415 340 754 48 1.99987765259586e-10
"X268" 1263 268 1530 90 2.00360778061807e-10
"X410" 135 410 544 27 2.03311451304904e-10
"X268" 180 268 447 31 2.04835559198432e-10
"X353" 96 353 448 23 2.52011382700482e-10
"X370" 96 370 465 23 2.52011382700482e-10
"X347" 466 347 812 51 2.52633639677418e-10
"X400" 182 400 581 31 2.67159836610098e-10
"X322" 106 322 427 24 2.71359292202042e-10
"X415" 106 415 520 24 2.71359292202042e-10
"X329" 116 329 444 25 2.73414589908018e-10
"X400" 137 400 536 27 2.78817814328877e-10
"X340" 435 340 774 49 2.81251513988294e-10
"X399" 54 399 452 18 2.88307587231789e-10
"X356" 97 356 452 23 3.062311517583e-10
"X410" 127 410 536 26 3.07616850474525e-10
"X374" 287 374 660 39 3.24170243486517e-10
"X374" 79 374 452 21 3.24666424077005e-10
"X276" 172 276 447 30 3.38717344385899e-10
"X410" 172 410 581 30 3.38717344385899e-10
"X340" 406 340 745 47 3.48459935329611e-10
"X347" 376 347 722 45 3.7493725561119e-10
"X355" 423 355 777 48 3.8633619781177e-10
"X340" 108 340 447 24 3.90250750727633e-10
"X418" 63 418 480 19 3.97740402805854e-10
"X353" 472 353 824 51 4.01885896048933e-10
"X347" 408 347 754 47 4.11289465243017e-10
"X415" 140 415 554 27 4.43061120172301e-10
"X302" 1229 302 1530 88 4.80649615484672e-10
"X268" 1306 268 1573 91 4.89313981058857e-10
"X415" 130 415 544 26 4.98866234646709e-10
"X276" 1255 276 1530 89 5.01177951095047e-10
"X302" 141 302 442 27 5.15609603948874e-10
"X335" 110 335 444 24 5.56715363153319e-10
"X356" 110 356 465 24 5.56715363153319e-10
"X353" 460 353 812 50 5.63974748380711e-10
"X347" 428 347 774 48 5.77778282014538e-10
"X322" 1209 322 1530 87 6.19208123069177e-10
"X347" 101 347 447 23 6.52170293459019e-10
"X388" 65 388 452 19 6.55059273604902e-10
"X268" 177 268 444 30 6.58752554948173e-10
"X417" 57 417 473 18 6.5900086967793e-10
"X302" 132 302 433 26 6.83379858397058e-10
"X347" 399 347 745 46 7.10824648840933e-10
"X268" 1262 268 1529 89 7.1916535770124e-10
"X374" 92 374 465 22 7.27738976592343e-10
"X418" 74 418 491 20 7.44112953517441e-10
"X415" 122 415 536 25 7.50520041546774e-10
"X353" 370 353 722 44 8.28473989076082e-10
"X415" 167 415 581 29 8.33333175352886e-10
"X353" 402 353 754 46 9.08752957006551e-10
"X268" 815 268 1082 69 9.35082729625211e-10
"X377" 284 377 660 38 9.6136306270092e-10
"X400" 180 400 579 30 9.70673112977304e-10
"X399" 67 399 465 19 1.06000366906324e-09
"X355" 94 355 448 22 1.06952183364072e-09
"X276" 169 276 444 29 1.08788100943565e-09
"X417" 169 417 585 29 1.08788100943565e-09
"X329" 114 329 442 24 1.10709368482768e-09
"X418" 59 418 476 18 1.11248689366383e-09
"X377" 76 377 452 20 1.15688792622718e-09
"X302" 1272 302 1573 89 1.19758180823944e-09
"X355" 470 355 824 50 1.20283776811165e-09
"X276" 1298 276 1573 90 1.22137651518399e-09
"X410" 170 410 579 29 1.24109817656892e-09
"X353" 422 353 774 47 1.27120853096486e-09
"X356" 422 356 777 47 1.27120853096486e-09
"X268" 1223 268 1490 87 1.27287361317481e-09
"X388" 273 388 660 37 1.27977967395467e-09
"X353" 95 353 447 22 1.29180366954865e-09
"X322" 761 322 1082 66 1.3205262659662e-09
"X302" 781 302 1082 67 1.33781381694305e-09
"X322" 105 322 426 23 1.34059771059439e-09
"X329" 105 329 433 23 1.34059771059439e-09
"X340" 105 340 444 23 1.34059771059439e-09
"X302" 126 302 427 25 1.42303689447208e-09
"X410" 60 410 469 18 1.43437324642388e-09
"X370" 408 370 777 46 1.47364034912181e-09
"X268" 1251 268 1518 88 1.48650931785142e-09
"X353" 393 353 745 45 1.55771530843346e-09
"X322" 1252 322 1573 88 1.56351200639818e-09
"X268" 784 268 1051 67 1.59505959447916e-09
"X302" 1228 302 1529 87 1.64079932920615e-09
"X355" 458 355 812 49 1.6798701491577e-09
"X399" 262 399 660 36 1.68527494573288e-09
"X268" 805 268 1072 68 1.68847931034579e-09
"X276" 1254 276 1529 88 1.7293250632349e-09
"X388" 78 388 465 20 1.77442175134179e-09
"X276" 807 276 1082 68 1.89471572385803e-09
"X322" 1208 322 1529 86 2.07541995741182e-09
"X400" 70 400 469 19 2.11584040005394e-09
"X322" 730 322 1051 64 2.13247255635371e-09
"X370" 79 370 448 20 2.18689066949396e-09
"X302" 750 302 1051 65 2.20073060223555e-09
"X322" 98 322 419 22 2.24430745750289e-09
"X347" 98 347 444 22 2.24430745750289e-09
"X335" 108 335 442 23 2.25222704178328e-09
"X322" 751 322 1072 65 2.33431655492881e-09
"X419" 62 419 480 18 2.35012843651956e-09
"X268" 175 268 442 29 2.36354772312259e-09
"X302" 771 302 1072 66 2.37812024266718e-09
"X355" 368 355 722 43 2.52829041596671e-09
"X377" 89 377 465 21 2.52982449740418e-09
"X268" 773 268 1040 66 2.67104594790381e-09
"X329" 99 329 427 22 2.68577264820873e-09
"X335" 99 335 433 22 2.68577264820873e-09
"X302" 1189 302 1490 85 2.7199717177619e-09
"X355" 400 355 754 45 2.72937060499662e-09
"X268" 1214 268 1481 86 2.80585194447346e-09
"X276" 1215 276 1490 86 2.94971643508802e-09
"X415" 165 415 579 28 3.01684423708659e-09
"X415" 55 415 469 17 3.08736151892934e-09
"X417" 55 417 471 17 3.08736151892934e-09
"X426" 55 426 480 17 3.08736151892934e-09
"X276" 776 276 1051 66 3.17651548434375e-09
"X268" 737 268 1004 64 3.22864840678197e-09
"X302" 1217 302 1518 86 3.25924114960007e-09
"X268" 680 268 947 61 3.32128061024909e-09
"X322" 1169 322 1490 84 3.34195399032004e-09
"X276" 797 276 1072 67 3.37515863185322e-09
"X268" 166 268 433 28 3.433729855258e-09
"X417" 166 417 582 28 3.433729855258e-09
"X276" 1243 276 1518 87 3.47689126897507e-09
"X322" 719 322 1040 63 3.49770145323486e-09
"X302" 739 302 1040 64 3.63058041043319e-09
"X322" 626 322 947 58 3.71006838496549e-09
"X374" 404 374 777 45 3.7365126797843e-09
"X355" 420 355 774 46 3.75869267829213e-09
"X356" 469 356 824 49 3.77042219007197e-09
"X276" 167 276 442 28 3.90430332394868e-09
"X322" 683 322 1004 61 3.98334038125917e-09
"X418" 56 418 473 17 3.99179203602284e-09
"X322" 1197 322 1518 85 4.05791652818001e-09
"X419" 73 419 491 19 4.08160143993385e-09
"X302" 646 302 947 59 4.09206940015014e-09
"X302" 703 302 1004 62 4.22704065353929e-09
"X418" 168 418 585 28 4.43496646153932e-09
"X353" 92 353 444 21 4.43962834191804e-09
"X370" 455 370 824 48 4.53282538668522e-09
"X355" 391 355 745 44 4.63515242906107e-09
"X329" 1202 329 1530 85 5.19810209847419e-09
"X356" 457 356 812 48 5.24184487294213e-09
"X268" 765 268 1032 65 5.25625988759906e-09
"X276" 765 276 1040 65 5.25625988759906e-09
"X335" 93 335 427 21 5.32877255780415e-09
"X355" 93 355 447 21 5.32877255780415e-09
"X356" 93 356 448 21 5.32877255780415e-09
"X340" 103 340 442 22 5.39092127330723e-09
"X276" 158 276 433 27 5.61226500648362e-09
"X302" 1180 302 1481 84 5.78054043125754e-09
"X426" 66 426 491 18 5.97831150913171e-09
"X374" 75 374 448 19 6.21480409870391e-09
"X370" 443 370 812 47 6.25437541246606e-09
"X276" 729 276 1004 63 6.28516023924722e-09
"X276" 1206 276 1481 85 6.32852880096269e-09
"X302" 125 302 426 24 6.34915458245294e-09
"X340" 94 340 433 21 6.38082916047594e-09
"X417" 104 417 520 22 6.38357936643946e-09
"X276" 672 276 947 60 6.39253474249732e-09
"X399" 50 399 448 16 6.51339328431579e-09
"X419" 58 419 476 17 6.56911753153024e-09
"X322" 711 322 1032 62 6.7754898305388e-09
"X322" 1160 322 1481 83 7.0033947309134e-09
"X302" 731 302 1032 63 7.05560015148743e-09
"X268" 160 268 427 27 7.27298777870039e-09
"X410" 43 410 452 15 7.52992332590236e-09
"X268" 1210 268 1477 85 7.69575962291073e-09
"X356" 367 356 722 42 8.14663440877134e-09
"X417" 138 417 554 25 8.40988885376992e-09
"X426" 51 426 476 16 8.50010517013861e-09
"X329" 754 329 1082 64 8.61019105187815e-09
"X356" 399 356 754 44 8.62363213667487e-09
"X268" 735 268 1002 63 8.87745817568918e-09
"X370" 353 370 722 41 9.07548283742047e-09
"X347" 96 347 442 21 9.08598912068434e-09
"X370" 385 370 754 43 9.87775110998497e-09
"X417" 128 417 544 24 9.89038218197915e-09
"X377" 401 377 777 44 1.0042637409752e-08
"X276" 757 276 1032 64 1.01984304649055e-08
"X347" 87 347 433 20 1.04645616898928e-08
"X268" 879 268 1146 70 1.05007162014528e-08
"X322" 97 322 418 21 1.08058573678299e-08
"X322" 681 322 1002 60 1.09030269227285e-08
"X374" 451 374 824 47 1.11430840450601e-08
"X302" 118 302 419 23 1.1253902088995e-08
"X370" 78 370 447 19 1.13939891800082e-08
"X302" 701 302 1002 61 1.15422492316322e-08
"X356" 419 356 774 45 1.16595691533759e-08
"X276" 152 276 427 26 1.18194898175537e-08
"X340" 88 340 427 20 1.25711507373224e-08
"X335" 1196 335 1530 84 1.26204097337608e-08
"X329" 1245 329 1573 86 1.27845202792536e-08
"X329" 98 329 426 21 1.28232875634847e-08
"X388" 61 388 448 17 1.33696381461681e-08
"X329" 723 329 1051 62 1.35289299515052e-08
"X370" 405 370 774 44 1.3573664633438e-08
"X268" 1400 268 1667 92 1.36352733651581e-08
"X417" 165 417 581 27 1.36565481617391e-08
"X418" 165 418 582 27 1.36565481617391e-08
"X400" 53 400 452 16 1.42210297049979e-08
"X356" 390 356 745 43 1.45030022308202e-08
"X388" 390 388 777 43 1.45030022308202e-08
"X415" 38 415 452 14 1.45600603346982e-08
"X329" 744 329 1072 63 1.47726083033145e-08
"X417" 120 417 536 23 1.52125096356354e-08
"X302" 1176 302 1477 83 1.52717957530638e-08
"X374" 439 374 812 46 1.53013580121408e-08
"X302" 845 302 1146 68 1.55097137887772e-08
"X322" 825 322 1146 67 1.58538193953066e-08
"X329" 1201 329 1529 84 1.60455267944358e-08
"X370" 376 370 745 42 1.6528742323067e-08
"X276" 1202 276 1477 84 1.68311676893477e-08
"X276" 727 276 1002 62 1.69641082373132e-08
"X419" 167 419 585 27 1.74494363641939e-08
"X353" 90 353 442 20 1.80062968462701e-08
"X355" 90 355 444 20 1.80062968462701e-08
"X418" 54 418 471 16 1.82396912811768e-08
"X427" 54 427 480 16 1.82396912811768e-08
"X322" 1156 322 1477 82 1.8257203844631e-08
"X335" 748 335 1082 63 1.84635669560563e-08
"X442" 39 442 480 14 1.98441243003499e-08
"X347" 81 347 427 19 2.03241781444236e-08
"X353" 81 353 433 19 2.03241781444236e-08
"X276" 871 276 1146 69 2.0583228028723e-08
"X399" 379 399 777 42 2.08090643886965e-08
"X268" 731 268 998 62 2.12272153151637e-08
