"cluster_size" "start" "end" "number" "p_value"
"X1349" 163 1349 1511 27 1.86508755166414e-13
"X1385" 149 1385 1533 26 2.05718130881673e-13
"X1344" 150 1344 1493 26 2.38864843952477e-13
"X1385" 266 1385 1650 33 2.41453014320027e-13
"X1381" 75 1381 1455 20 2.47039207540991e-13
"X1300" 286 1300 1585 34 2.68819159706186e-13
"X1397" 137 1397 1533 25 2.85811758769908e-13
"X1381" 87 1381 1467 21 3.13648929618059e-13
"X1300" 215 1300 1514 30 3.15176799291851e-13
"X1257" 349 1257 1605 37 3.385614987514e-13
"X1300" 234 1300 1533 31 3.82131953215707e-13
"X1257" 394 1257 1650 39 3.87074303746964e-13
"X1385" 201 1385 1585 29 4.38160159078081e-13
"X1397" 254 1397 1650 32 4.74982578674426e-13
"X1414" 101 1414 1514 22 4.91814549977936e-13
"X1349" 155 1349 1503 26 4.95787232196359e-13
"X1385" 127 1385 1511 24 5.17339534077871e-13
"X1344" 142 1344 1485 25 6.17407061646485e-13
"X1381" 204 1381 1584 29 6.29507686848838e-13
"X1397" 115 1397 1511 23 6.36849748483293e-13
"X1385" 257 1385 1641 32 6.498165228604e-13
"X1399" 258 1399 1656 32 7.20679965989208e-13
"X1397" 189 1397 1585 28 7.48701099566383e-13
"X1399" 116 1399 1514 23 7.56609688532226e-13
"X1344" 241 1344 1584 31 8.20925843829065e-13
"X1399" 207 1399 1605 29 8.98844550820693e-13
"X1349" 145 1349 1493 25 9.65772217272101e-13
"X1344" 131 1344 1474 24 9.81681558189029e-13
"X1414" 243 1414 1656 31 1.01646814306888e-12
"X1414" 192 1414 1605 28 1.08608618582295e-12
"X1257" 385 1257 1641 38 1.13250406699112e-12
"X1397" 245 1397 1641 31 1.25597509045781e-12
"X1385" 119 1385 1503 23 1.25623876961372e-12
"X1397" 107 1397 1503 22 1.48198464051165e-12
"X1414" 120 1414 1533 23 1.48278357734921e-12
"X1300" 212 1300 1511 29 1.60594883290354e-12
"X1399" 135 1399 1533 24 1.82244219579722e-12
"X1385" 109 1385 1493 22 2.10782292318469e-12
"X1257" 329 1257 1585 35 2.27448704603823e-12
"X1397" 97 1397 1493 21 2.30914734364808e-12
"X1349" 137 1349 1485 24 2.46379319432801e-12
"X1399" 252 1399 1650 31 2.59229777473676e-12
"X1414" 98 1414 1511 21 2.78355528845854e-12
"X1344" 124 1344 1467 23 2.83420939317788e-12
"X1349" 236 1349 1584 30 3.26506370109841e-12
"X1344" 112 1344 1455 22 3.52749528438478e-12
"X1414" 237 1414 1650 30 3.62697676616644e-12
"X1186" 471 1186 1656 41 3.79975166231649e-12
"X1349" 126 1349 1474 23 3.88381287774328e-12
"X1399" 113 1399 1511 22 4.17355024708628e-12
"X1399" 187 1399 1585 27 4.31608999559034e-12
"X1300" 204 1300 1503 28 4.50543768772361e-12
"X1257" 277 1257 1533 32 4.72288858046679e-12
"X1257" 258 1257 1514 31 4.73387987147071e-12
"X1385" 101 1385 1485 21 4.81460988201205e-12
"X1414" 172 1414 1585 26 4.91410850872487e-12
"X1397" 89 1397 1485 20 4.97808216479555e-12
"X1381" 67 1381 1447 18 5.26411249654555e-12
"X1397" 78 1397 1474 19 5.51633050492721e-12
"X1385" 90 1385 1474 20 6.04388447210873e-12
"X1414" 90 1414 1503 20 6.04388447210873e-12
"X1399" 243 1399 1641 30 6.74082840641756e-12
"X1414" 80 1414 1493 19 8.39286708973714e-12
"X1397" 59 1397 1455 17 8.91889837997423e-12
"X1414" 228 1414 1641 29 9.27590488946499e-12
"X1399" 105 1399 1503 21 9.72103158190985e-12
"X1300" 194 1300 1493 27 9.88236985662532e-12
"X1300" 285 1300 1584 32 9.95422611251334e-12
"X1349" 119 1349 1467 22 1.10622437308983e-11
"X1385" 71 1385 1455 18 1.31497652199374e-11
"X1397" 71 1397 1467 18 1.31497652199374e-11
"X1414" 42 1414 1455 15 1.31511560048827e-11
"X1186" 465 1186 1650 40 1.36395766213069e-11
"X1349" 107 1349 1455 21 1.36579799609972e-11
"X1414" 61 1414 1474 17 1.46978586983751e-11
"X1399" 95 1399 1493 20 1.53944056403147e-11
"X1385" 83 1385 1467 19 1.54154997821938e-11
"X1414" 72 1414 1485 18 1.63843460038706e-11
"X1186" 420 1186 1605 38 1.64329953032085e-11
"X1385" 200 1385 1584 27 1.95542200702659e-11
"X1257" 255 1257 1511 30 2.20719228898645e-11
"X1414" 1 1414 1414 6 2.41382552302012e-11
"X1300" 186 1300 1485 26 2.68684435860421e-11
"X1414" 54 1414 1467 16 3.05973632740002e-11
"X1399" 87 1399 1485 19 3.3405567499511e-11
"X1397" 188 1397 1584 26 3.38284404920788e-11
"X1399" 76 1399 1474 18 3.82113621521661e-11
"X1186" 456 1186 1641 39 3.87419735623662e-11
"X1300" 175 1300 1474 25 5.06292910805171e-11
"X1257" 247 1257 1503 29 6.20448770483692e-11
"X1399" 57 1399 1455 16 6.5475164775461e-11
"X1257" 328 1257 1584 33 6.93083645874408e-11
"X1344" 104 1344 1447 20 7.25600227675909e-11
"X1399" 69 1399 1467 17 9.16947139205454e-11
"X1186" 400 1186 1585 36 1.08038486123607e-10
"X1257" 237 1257 1493 28 1.41865411243426e-10
"X1300" 168 1300 1467 24 1.50326026107014e-10
"X1397" 51 1397 1447 15 1.73713415190092e-10
"X1399" 186 1399 1584 25 1.7777416337929e-10
"X1414" 171 1414 1584 24 2.1330896020467e-10
"X1414" 34 1414 1447 13 2.17299875211389e-10
"X1300" 156 1300 1455 23 2.41988271835511e-10
"X1385" 63 1385 1447 16 2.645311984126e-10
"X1349" 99 1349 1447 19 2.7242156525221e-10
"X1186" 348 1186 1533 33 3.26263952564267e-10
"X1257" 229 1257 1485 27 3.8671400398384e-10
"X1186" 329 1186 1514 32 3.96863403624107e-10
"X1381" 66 1381 1446 16 5.03427706711698e-10
"X1257" 218 1257 1474 26 7.80852884176231e-10
"X1399" 49 1399 1447 14 1.24998452750897e-09
"X1186" 326 1186 1511 31 1.58999395821204e-09
"X976" 681 976 1656 45 1.6283107161895e-09
"X1257" 211 1257 1467 25 2.27570395884681e-09
"X1186" 399 1186 1584 34 2.37144408113228e-09
"X1051" 606 1051 1656 42 2.78893836937743e-09
"X1344" 103 1344 1446 18 4.00069723687192e-09
"X1300" 148 1300 1447 21 4.05931401227715e-09
"X1257" 199 1257 1455 24 4.06553914605257e-09
"X1186" 318 1186 1503 30 4.27587584263657e-09
"X976" 675 976 1650 44 5.14538210072164e-09
"X981" 676 981 1656 44 5.40294001428424e-09
"X1436" 221 1436 1656 25 5.69992385094016e-09
"X1436" 79 1436 1514 16 5.84055679923879e-09
"X1436" 170 1436 1605 22 7.38261056834159e-09
"X1003" 654 1003 1656 43 7.58971344106305e-09
"X1051" 600 1051 1650 41 8.56171896800793e-09
"X976" 630 976 1605 42 9.47739668672673e-09
"X1186" 308 1186 1493 29 9.77318828864402e-09
"X1381" 59 1381 1439 14 1.17155645097757e-08
"X976" 666 976 1641 43 1.3570516182149e-08
"X1051" 555 1051 1605 39 1.39707362029349e-08
"X1349" 98 1349 1446 17 1.44034533718761e-08
"X1436" 98 1436 1533 17 1.44034533718761e-08
"X981" 670 981 1650 43 1.64163893487103e-08
"X1397" 50 1397 1446 13 1.74417082830466e-08
"X1436" 215 1436 1650 24 1.75960280405918e-08
"X1385" 62 1385 1446 14 2.1109044073597e-08
"X1051" 591 1051 1641 40 2.18762927888188e-08
"X1003" 648 1003 1650 42 2.27344728747616e-08
"X1438" 219 1438 1656 24 2.48477237864339e-08
"X1186" 300 1186 1485 28 2.53882995474859e-08
"X1436" 76 1436 1511 15 2.92301257215652e-08
"X981" 625 981 1605 41 2.94892613681381e-08
"X1436" 150 1436 1585 20 3.08109023135282e-08
"X1414" 33 1414 1446 11 3.21849741800322e-08
"X1438" 168 1438 1605 21 3.4310216153466e-08
"X1438" 77 1438 1514 15 3.44158187282555e-08
"X1003" 603 1003 1605 40 3.94380228541885e-08
"X1436" 206 1436 1641 23 4.11268078120237e-08
"X981" 661 981 1641 42 4.18598272015766e-08
"X1381" 34 1381 1414 11 4.27979076697385e-08
"X1186" 289 1186 1474 27 5.24806322331267e-08
"X976" 610 976 1585 40 5.51889697394563e-08
"X1257" 191 1257 1447 22 5.59769965724941e-08
"X1003" 639 1003 1641 41 5.71670819114251e-08
"X1436" 68 1436 1503 14 6.25245226231385e-08
"X1438" 213 1438 1650 23 7.4567943506967e-08
"X1051" 535 1051 1585 37 7.71840275426412e-08
"X1344" 96 1344 1439 16 7.74604195992644e-08
"X1438" 96 1438 1533 16 7.74604195992644e-08
"X1381" 58 1381 1438 13 8.94727221993181e-08
"X1436" 58 1436 1493 13 8.94727221993181e-08
"X858" 799 858 1656 46 8.95220123507909e-08
"X1436" 20 1436 1455 9 9.0073236441247e-08
"X1344" 593 1344 1936 39 9.23772197110269e-08
"X1344" 621 1344 1964 40 9.25390888037221e-08
"X1439" 218 1439 1656 23 1.12363510641942e-07
"X1399" 48 1399 1446 12 1.14432773985521e-07
"X1300" 147 1300 1446 19 1.28374425510255e-07
"X1344" 658 1344 2001 41 1.35786996121261e-07
"X1186" 282 1186 1467 26 1.41544569543959e-07
"X1438" 148 1438 1585 19 1.42080745456489e-07
"X1436" 39 1436 1474 11 1.56582667743068e-07
"X981" 605 981 1585 39 1.61801806930872e-07
"X1438" 74 1438 1511 14 1.66757597699265e-07
"X1439" 167 1439 1605 20 1.67440656686054e-07
"X1438" 204 1438 1641 22 1.71499927073539e-07
"X1436" 50 1436 1485 12 1.72970771088998e-07
"X1300" 665 1300 1964 41 1.85028656459713e-07
"X1300" 637 1300 1936 40 1.91681578464968e-07
"X807" 850 807 1656 47 1.94469741792081e-07
"X1003" 583 1003 1585 38 2.11360692108034e-07
"X1381" 556 1381 1936 37 2.14900955256763e-07
"X1381" 584 1381 1964 38 2.21381208820491e-07
"X1439" 76 1439 1514 14 2.26604874122612e-07
"X976" 558 976 1533 37 2.36218461341401e-07
"X768" 889 768 1656 48 2.49449106072402e-07
"X858" 793 858 1650 45 2.5238976264574e-07
"X1300" 702 1300 2001 42 2.5697485529112e-07
"X1186" 270 1186 1455 25 2.66065786575795e-07
"X1349" 588 1349 1936 38 2.66133299005927e-07
"X1349" 616 1349 1964 39 2.66640774266302e-07
"X699" 958 699 1656 50 2.67921855968296e-07
"X1349" 91 1349 1439 15 2.69165844261342e-07
"X1051" 483 1051 1533 34 2.92874605623521e-07
"X1446" 211 1446 1656 22 3.02027990860499e-07
"X1436" 32 1436 1467 10 3.0473829075381e-07
"X1439" 212 1439 1650 22 3.26815684464906e-07
"X1257" 708 1257 1964 42 3.30685924319029e-07
"X1381" 621 1381 2001 39 3.33145089879852e-07
"X976" 539 976 1514 36 3.44754705070561e-07
"X1257" 680 1257 1936 41 3.53296564724212e-07
"X1438" 66 1438 1503 13 3.61383789123577e-07
"X1349" 653 1349 2001 40 3.86521646438506e-07
"X1397" 43 1397 1439 11 3.88930300609549e-07
"X1051" 464 1051 1514 33 4.09227836492265e-07
"X1257" 745 1257 2001 43 4.38576455189813e-07
"X1385" 55 1385 1439 12 4.49747248514109e-07
"X719" 938 719 1656 49 4.50287202299926e-07
"X1446" 160 1446 1605 19 4.50910578500776e-07
"X1344" 95 1344 1438 15 4.5271485966629e-07
"X1439" 95 1439 1533 15 4.5271485966629e-07
"X858" 748 858 1605 43 4.94947951612208e-07
"X807" 844 807 1650 46 5.37810494270931e-07
"X1381" 56 1381 1436 12 5.38003808155837e-07
"X1438" 56 1438 1493 12 5.38003808155837e-07
"X1446" 69 1446 1514 13 5.80444531677187e-07
"X1344" 753 1344 2096 43 6.04442261663739e-07
"X858" 784 858 1641 44 6.08362682821203e-07
"X981" 553 981 1533 36 6.59984386862491e-07
"X976" 609 976 1584 38 6.79053845533848e-07
"X1439" 147 1439 1585 18 6.87982362433578e-07
"X768" 883 768 1650 47 6.8898086205378e-07
"X1397" 18 1397 1414 8 6.98443916414647e-07
"X1438" 18 1438 1455 8 6.98443916414647e-07
"X1414" 26 1414 1439 9 7.05511033561527e-07
"X1439" 203 1439 1641 21 7.38464183849652e-07
"X1344" 728 1344 2071 42 7.48825778862305e-07
"X699" 952 699 1650 49 7.51049143749766e-07
"X1344" 71 1344 1414 13 7.85687484502674e-07
"X1003" 531 1003 1533 35 8.3002825677972e-07
"X1436" 149 1436 1584 18 8.30138194936992e-07
"X1446" 205 1446 1650 21 8.62016043048835e-07
"X1436" 12 1436 1447 7 9.14322742160306e-07
"X981" 534 981 1514 35 9.52220626112692e-07
"X1051" 534 1051 1584 35 9.52220626112692e-07
"X1300" 797 1300 2096 44 1.00477370951445e-06
"X976" 536 976 1511 35 1.04285066820244e-06
"X1438" 37 1438 1474 10 1.04422932848451e-06
"X1439" 73 1439 1511 13 1.05311163438852e-06
"X1438" 48 1438 1485 11 1.06883755278212e-06
"X807" 799 807 1605 44 1.08414687986815e-06
"X1003" 512 1003 1514 34 1.18265291349898e-06
"X1446" 88 1446 1533 14 1.19269914963741e-06
"X1257" 190 1257 1446 20 1.20676668175767e-06
"X719" 932 719 1650 48 1.22825705131708e-06
"X1051" 461 1051 1511 32 1.25031082755897e-06
"X1300" 772 1300 2071 43 1.26777030866947e-06
"X807" 835 807 1641 45 1.2776873338738e-06
"X768" 838 768 1605 45 1.42744754889933e-06
"X1344" 871 1344 2214 46 1.46892496877157e-06
"X581" 1076 581 1656 52 1.47129491388747e-06
"X1381" 716 1381 2096 41 1.53089099003256e-06
"X1349" 90 1349 1438 14 1.5323898571403e-06
"X1257" 840 1257 2096 45 1.53636503624151e-06
"X768" 874 768 1641 46 1.63728826445242e-06
"X1349" 748 1349 2096 42 1.63810462706591e-06
"X699" 907 699 1605 47 1.64967271409041e-06
"X1186" 779 1186 1964 43 1.6534194859783e-06
"X699" 943 699 1641 48 1.8116200201576e-06
"X1300" 140 1300 1439 17 1.82000633973587e-06
"X1446" 140 1446 1585 17 1.82000633973587e-06
"X981" 604 981 1584 37 1.82437397500693e-06
"X1186" 751 1186 1936 42 1.83689644262268e-06
"X1381" 691 1381 2071 40 1.8481314358731e-06
"X1446" 196 1446 1641 20 1.92169843072311e-06
"X1257" 815 1257 2071 44 1.97020527163076e-06
"X1349" 723 1349 2071 41 2.00879105228896e-06
"X1186" 816 1186 2001 44 2.04385246174897e-06
"X1385" 30 1385 1414 9 2.11074240725669e-06
"X1438" 30 1438 1467 9 2.11074240725669e-06
"X1385" 552 1385 1936 35 2.11964991741082e-06
"X1385" 580 1385 1964 36 2.15869190240567e-06
"X1300" 915 1300 2214 47 2.18844173592539e-06
"X1344" 93 1344 1436 14 2.20445595938746e-06
"X1439" 65 1439 1503 12 2.32337741799117e-06
"X1003" 582 1003 1584 36 2.34882714451384e-06
"X976" 528 976 1503 34 2.43144675316199e-06
"X858" 728 858 1585 41 2.43274091755505e-06
"X1399" 41 1399 1439 10 2.45988831078573e-06
"X719" 887 719 1605 46 2.60180924006393e-06
"X1186" 262 1186 1447 23 2.61913999538828e-06
"X1349" 66 1349 1414 12 2.69356358307285e-06
"X1446" 66 1446 1511 12 2.69356358307285e-06
"X981" 531 981 1511 34 2.77301935984301e-06
"X719" 923 719 1641 47 2.89124223622567e-06
"X1051" 453 1051 1503 31 2.90305553973941e-06
"X1397" 42 1397 1438 10 3.00263909959447e-06
"X1257" 958 1257 2214 48 3.04061618489962e-06
"X595" 1062 595 1656 51 3.04517667234925e-06
"X1344" 827 1344 2170 44 3.0455546401942e-06
"X1385" 54 1385 1438 11 3.0996137614997e-06
"X1385" 617 1385 2001 37 3.11493049718535e-06
"X1438" 147 1438 1584 17 3.42469514985313e-06
"X1003" 509 1003 1511 33 3.43037608175506e-06
"X1439" 55 1439 1493 11 3.65244774091032e-06
"X1349" 866 1349 2214 45 3.89491507083052e-06
"X1381" 834 1381 2214 44 3.90763711672017e-06
"X581" 1070 581 1650 51 3.95947814557962e-06
"X1397" 540 1397 1936 34 4.08584536300211e-06
"X1397" 568 1397 1964 35 4.17730493687288e-06
"X1344" 869 1344 2212 45 4.32322863115878e-06
"X1300" 871 1300 2170 45 4.6330589834498e-06
"X976" 518 976 1493 33 5.07429372116959e-06
"X807" 779 807 1585 42 5.16665969499121e-06
"X1447" 210 1447 1656 20 5.31041502279909e-06
"X1399" 16 1399 1414 7 5.36883914255616e-06
"X1446" 58 1446 1503 11 5.85705106882657e-06
"X1186" 911 1186 2096 46 5.94119026272631e-06
"X1397" 605 1397 2001 36 6.00780386296605e-06
"X1051" 443 1051 1493 30 6.00872552348336e-06
"X981" 523 981 1503 33 6.27884244318923e-06
"X1300" 913 1300 2212 46 6.3536983225447e-06
"X1344" 981 1344 2324 48 6.55123071860986e-06
"X1257" 914 1257 2170 46 6.56994433827774e-06
"X1414" 25 1414 1438 8 6.65375630485508e-06
"X768" 818 768 1585 43 6.7787682120258e-06
"X1438" 10 1438 1447 6 7.12578575209394e-06
"X1446" 10 1446 1455 6 7.12578575209394e-06
"X1349" 88 1349 1436 13 7.26997770593231e-06
"X1439" 47 1439 1485 10 7.54429996173967e-06
"X1381" 790 1381 2170 42 7.62771758105239e-06
"X1186" 886 1186 2071 45 7.71982251119332e-06
"X1003" 501 1003 1503 32 7.7214671751437e-06
"X1439" 17 1439 1455 7 7.73043230072246e-06
"X1349" 822 1349 2170 43 7.78456649635273e-06
"X595" 1056 595 1650 50 7.88197636875768e-06
"X699" 887 699 1585 45 7.98288407072535e-06
"X1300" 139 1300 1438 16 8.10325163122605e-06
"X1439" 36 1439 1474 9 8.28292815289467e-06
"X1257" 956 1257 2212 47 8.74207522842025e-06
"X489" 1168 489 1656 53 8.85150763630184e-06
"X581" 1025 581 1605 49 8.93523678299353e-06
"X1300" 1025 1300 2324 49 8.93523678299353e-06
"X1446" 48 1446 1493 10 8.94841938540002e-06
"X581" 1061 581 1641 50 9.23145981340962e-06
"X1447" 159 1447 1605 17 9.30162682350145e-06
"X858" 676 858 1533 38 9.91847234095609e-06
"X1186" 1029 1186 2214 49 1.01434959036319e-05
"X1344" 1065 1344 2408 50 1.04655024344614e-05
"X1349" 864 1349 2212 44 1.09374756500482e-05
"X1381" 832 1381 2212 43 1.09464458124648e-05
"X976" 510 976 1485 32 1.12821920601191e-05
"X1257" 1068 1257 2324 50 1.14917058914133e-05
"X1399" 538 1399 1936 33 1.16755247230728e-05
"X1399" 566 1399 1964 34 1.18540481631568e-05
"X719" 867 719 1585 44 1.20822143530964e-05
"X1385" 712 1385 2096 39 1.24243495413949e-05
"X981" 513 981 1493 32 1.27726693887915e-05
"X1257" 183 1257 1439 18 1.32811155543303e-05
"X1051" 435 1051 1485 29 1.33565802399522e-05
"X1300" 1109 1300 2408 51 1.35686710619006e-05
"X1446" 2 1446 1447 4 1.40992917980118e-05
"X1447" 204 1447 1650 19 1.41241969125363e-05
"X858" 657 858 1514 37 1.45141750161371e-05
"X1439" 146 1439 1584 16 1.4566008730463e-05
"X1344" 972 1344 2315 47 1.45971686587617e-05
"X1385" 687 1385 2071 38 1.47890571612394e-05
"X1003" 491 1003 1493 31 1.56096187037903e-05
"X1349" 976 1349 2324 47 1.65541589171152e-05
"X1257" 1152 1257 2408 52 1.6657828991861e-05
"X1399" 603 1399 2001 35 1.66683505964256e-05
"X595" 1011 595 1605 48 1.70207465739554e-05
"X1385" 52 1385 1436 10 1.70316479983412e-05
"X1381" 944 1381 2324 46 1.7417867188555e-05
"X595" 1047 595 1641 49 1.77554046208956e-05
"X1439" 29 1439 1467 8 1.7866751850648e-05
"X1446" 29 1446 1474 8 1.7866751850648e-05
"X1397" 40 1397 1436 9 1.79642100879894e-05
"X1399" 40 1399 1438 9 1.79642100879894e-05
"X1446" 40 1446 1485 9 1.79642100879894e-05
"X1414" 523 1414 1936 32 1.91583521406202e-05
"X1414" 551 1414 1964 33 1.95557104522654e-05
"X1300" 1016 1300 2315 48 1.98578192757797e-05
"X807" 727 807 1533 39 2.10003357861987e-05
"X858" 727 858 1584 39 2.10003357861987e-05
"X976" 499 976 1474 31 2.16817668980732e-05
"X1300" 115 1300 1414 14 2.18160387356442e-05
"X1186" 985 1186 2170 47 2.1896092220034e-05
"X489" 1162 489 1650 52 2.24360492212467e-05
"X1397" 700 1397 2096 38 2.33907952388835e-05
"X1447" 68 1447 1514 11 2.34712289006624e-05
"X976" 989 976 1964 47 2.47569804177794e-05
"X1344" 1058 1344 2401 49 2.47838337827363e-05
"X1051" 424 1051 1474 28 2.54807207838073e-05
"X1257" 1059 1257 2315 49 2.55385591748716e-05
"X1349" 1060 1349 2408 49 2.63148700824851e-05
"X976" 1026 976 2001 48 2.69171145224047e-05
"X1414" 588 1414 2001 34 2.75068946689932e-05
"X981" 505 981 1485 31 2.75900920415748e-05
"X1397" 675 1397 2071 37 2.76116761545379e-05
"X1186" 1027 1186 2212 48 2.77400043580165e-05
"X768" 766 768 1533 40 2.78940925972793e-05
